departure city,long. departure (decimal),lat. departure (decimal),departure country,arrival city,long. departure (decimal),lat. departure (decimal),arrival country,number of routes,distance
Tripoli,13.265,33.105,Libya,Sebha,14.787,27.644,Libya,1,624
Tripoli,13.265,33.105,Libya,Benghazi,20.449,32.161,Libya,1,680
Sebha,14.787,27.644,Libya,Tripoli,13.265,33.105,Libya,1,624
Misratah,15.101,32.541,Libya,Benghazi,20.449,32.161,Libya,1,504
Alexandria,30.16,31.529,Egypt,Benghazi,20.449,32.161,Libya,1,919
Benghazi,20.449,32.161,Libya,Tripoli,13.265,33.105,Libya,1,680
Benghazi,20.449,32.161,Libya,Misratah,15.101,32.541,Libya,1,504
Benghazi,20.449,32.161,Libya,Alexandria,30.16,31.529,Egypt,1,919
Malabo,9.181,4.258,Equatorial Guinea,Abuja,7.438,9.011,Nigeria,1,562
Frankfurt,8.905,50.044,Germany,Lagos,3.535,6.962,Nigeria,1,4816
Frankfurt,8.905,50.044,Germany,Libreville,9.687,0.764,Gabon,1,5480
Frankfurt,8.905,50.044,Germany,Accra,0.388,6.008,Ghana,1,4960
Abuja,7.438,9.011,Nigeria,Malabo,9.181,4.258,Equatorial Guinea,1,562
Luxemburg,6.352,50.044,Luxembourg,Djerba,11.292,34.458,Tunisia,1,1779
Luxemburg,6.352,50.044,Luxembourg,Boa Vista,-22.815,16.227,Cape Verde,1,4579
Luxemburg,6.352,50.044,Luxembourg,Agadir,-9.244,30.635,Morocco,1,2519
Monrovia,-9.938,6.389,Liberia,Dakar,-17.151,15.232,Senegal,1,1259
Bissau,-15.423,12.491,Guinea-Bissau,Freetown,-12.66,9.027,Sierra Leone,1,489
Nouakschott,-15.914,18.163,Mauritania,Nouadhibou,-16.384,21.555,Mauritania,1,380
Nouadhibou,-16.384,21.555,Mauritania,Nouakschott,-15.914,18.163,Mauritania,1,380
Freetown,-12.66,9.027,Sierra Leone,Bissau,-15.423,12.491,Guinea-Bissau,1,489
Dakar,-17.151,15.232,Senegal,Monrovia,-9.938,6.389,Liberia,1,1259
Kuwait,48.614,29.377,Kuwait,Sharm El Sheikh,34.658,28.628,Egypt,1,1358
Mahe,55.869,-4.458,Seychelles,Nairobi,37.545,-0.866,Kenya,1,2073
Ouagadougou,-1.188,12.588,Burkina Faso,Nairobi,37.545,-0.866,Kenya,1,4527
Yaounde,11.922,4.204,Cameroon,Nairobi,37.545,-0.866,Kenya,1,2902
N'djamena,15.056,12.222,Chad,Nairobi,37.545,-0.866,Kenya,1,2877
N'djamena,15.056,12.222,Chad,Cotonou,2.64,6.595,Benin,1,1498
Nairobi,37.545,-0.866,Kenya,Mahe,55.869,-4.458,Seychelles,1,2073
Nairobi,37.545,-0.866,Kenya,Ouagadougou,-1.188,12.588,Burkina Faso,1,4527
Nairobi,37.545,-0.866,Kenya,Yaounde,11.922,4.204,Cameroon,1,2902
Nairobi,37.545,-0.866,Kenya,N'djamena,15.056,12.222,Chad,1,2877
Nairobi,37.545,-0.866,Kenya,Maputo,32.954,-25.869,Mozambique,1,2823
Nairobi,37.545,-0.866,Kenya,Khartoum,32.921,15.982,Sudan,1,1941
Nairobi,37.545,-0.866,Kenya,Moroni,43.453,-11.223,Comoros,1,1323
Nairobi,37.545,-0.866,Kenya,Dzaoudzi,45.468,-12.675,Mayotte,1,1576
Nairobi,37.545,-0.866,Kenya,Douala,10.199,4.01,Cameroon,1,3086
Nairobi,37.545,-0.866,Kenya,Cotonou,2.64,6.595,Benin,1,3961
Nairobi,37.545,-0.866,Kenya,Bamako,-7.917,12.889,Mali,1,5241
Nairobi,37.545,-0.866,Kenya,Bangui,18.864,4.664,Central African Republic,1,2164
Nairobi,37.545,-0.866,Kenya,Nampula,39.469,-14.51,Mozambique,1,1531
Nairobi,37.545,-0.866,Kenya,Accra,0.388,6.008,Ghana,1,4195
Nairobi,37.545,-0.866,Kenya,Abidjan,-3.878,5.435,Cote d'Ivoire,1,4652
Maputo,32.954,-25.869,Mozambique,Nairobi,37.545,-0.866,Kenya,1,2823
Libreville,9.687,0.764,Gabon,Nairobi,37.545,-0.866,Kenya,1,3102
Khartoum,32.921,15.982,Sudan,Nairobi,37.545,-0.866,Kenya,1,1941
Freetown,-12.66,9.027,Sierra Leone,Accra,0.388,6.008,Ghana,1,1476
Dzaoudzi,45.468,-12.675,Mayotte,Nairobi,37.545,-0.866,Kenya,1,1576
Douala,10.199,4.01,Cameroon,Nairobi,37.545,-0.866,Kenya,1,3086
Cotonou,2.64,6.595,Benin,N'djamena,15.056,12.222,Chad,1,1498
Cotonou,2.64,6.595,Benin,Nairobi,37.545,-0.866,Kenya,1,3961
Bamako,-7.917,12.889,Mali,Nairobi,37.545,-0.866,Kenya,1,5241
Bangkok,101.245,14.135,Thailand,Nairobi,37.545,-0.866,Kenya,1,7204
Bangui,18.864,4.664,Central African Republic,Nairobi,37.545,-0.866,Kenya,1,2164
Nampula,39.469,-14.51,Mozambique,Nairobi,37.545,-0.866,Kenya,1,1531
Accra,0.388,6.008,Ghana,Nairobi,37.545,-0.866,Kenya,1,4195
Accra,0.388,6.008,Ghana,Freetown,-12.66,9.027,Sierra Leone,1,1476
Abidjan,-3.878,5.435,Cote d'Ivoire,Nairobi,37.545,-0.866,Kenya,1,4652
Amsterdam,5.273,52.514,Netherlands,Lagos,3.535,6.962,Nigeria,1,5067
Amsterdam,5.273,52.514,Netherlands,Kilimanjaro,37.124,-3.05,Tanzania,1,6861
Amsterdam,5.273,52.514,Netherlands,Johannesburg,28.41,-25.566,South Africa,1,8968
Amsterdam,5.273,52.514,Netherlands,Accra,0.388,6.008,Ghana,1,5190
Tashkent,69.468,41.429,Uzbekistan,Cairo,31.675,30.203,Egypt,1,3595
Valencia,-0.137,39.815,Spain,Algier,3.359,37.151,Algeria,1,424
Barcelona,2.13,41.495,Spain,Bamako,-7.917,12.889,Mali,1,3326
Barcelona,2.13,41.495,Spain,Banjul,-16.421,13.563,Gambia,1,3586
Alicante,-0.264,38.47,Spain,Oran,-0.369,36.039,Algeria,1,270
Alicante,-0.264,38.47,Spain,Algier,3.359,37.151,Algeria,1,350
Taiz,44.231,14.143,Yemen,Cairo,31.675,30.203,Egypt,1,2200
Sanaa,44.366,15.793,Yemen,Nairobi,37.545,-0.866,Kenya,1,1998
Sanaa,44.366,15.793,Yemen,Khartoum,32.921,15.982,Sudan,1,1224
Sanaa,44.366,15.793,Yemen,Djibouti,43.265,11.912,Djibouti,1,447
Sanaa,44.366,15.793,Yemen,Asmara,39.517,15.486,Eritrea,1,520
Sanaa,44.366,15.793,Yemen,Addis Ababa,39.332,9.629,Ethiopia,1,876
Djibouti,43.265,11.912,Djibouti,Moroni,43.453,-11.223,Comoros,1,2572
Hodeidah,43.627,15.255,Yemen,Cairo,31.675,30.203,Egypt,1,2061
Moroni,43.453,-11.223,Comoros,Djibouti,43.265,11.912,Djibouti,1,2572
Aden,45.047,13.382,Yemen,Cairo,31.675,30.203,Egypt,1,2320
Villafranca,11.48,45.659,Italy,Plaisance,58.139,-20.051,Mauritius,1,8689
Villafranca,11.48,45.659,Italy,Hurghada,34.332,27.297,Egypt,1,2868
Pisa,10.654,44.139,Italy,Sharm El Sheikh,34.658,28.628,Egypt,1,2737
Milano,9.213,46.051,Italy,Zanzibar,39.374,-5.704,Tanzania,1,6482
Milano,9.213,46.051,Italy,Sharm El Sheikh,34.658,28.628,Egypt,1,2945
Milano,9.213,46.051,Italy,Mombasa,39.99,-3.392,Kenya,1,6277
Milano,9.213,46.051,Italy,Hurghada,34.332,27.297,Egypt,1,3036
Milano,9.213,46.051,Italy,Dakar,-17.151,15.232,Senegal,1,4213
Rome,12.417,42.34,Italy,Zanzibar,39.374,-5.704,Tanzania,1,5997
Rome,12.417,42.34,Italy,Sharm El Sheikh,34.658,28.628,Egypt,1,2512
Rome,12.417,42.34,Italy,Plaisance,58.139,-20.051,Mauritius,1,8372
Rome,12.417,42.34,Italy,Mombasa,39.99,-3.392,Kenya,1,5793
Bologna,11.481,44.892,Italy,Zanzibar,39.374,-5.704,Tanzania,1,6275
Bologna,11.481,44.892,Italy,Marsa Alam,34.972,25.928,Egypt,1,2975
Bergamo,10.173,46.123,Italy,Sharm El Sheikh,34.658,28.628,Egypt,1,2887
Madrid,-3.278,40.822,Spain,Oran,-0.369,36.039,Algeria,1,589
Madrid,-3.278,40.822,Spain,Lagos,3.535,6.962,Nigeria,1,3825
Madrid,-3.278,40.822,Spain,Johannesburg,28.41,-25.566,South Africa,1,8074
Gran Canaria,-14.978,28.553,Spain,Dakar,-17.151,15.232,Senegal,1,1497
Tombouctou,-2.346,17.217,Mali,Mopti,-3.466,14.854,Mali,1,288
Monrovia,-9.938,6.389,Liberia,Bamako,-7.917,12.889,Mali,1,755
Mopti,-3.466,14.854,Mali,Tombouctou,-2.346,17.217,Mali,1,288
Mopti,-3.466,14.854,Mali,Bamako,-7.917,12.889,Mali,1,527
Lome,1.424,6.276,Togo,Libreville,9.687,0.764,Gabon,1,1102
Libreville,9.687,0.764,Gabon,Lome,1.424,6.276,Togo,1,1102
Bamako,-7.917,12.889,Mali,Monrovia,-9.938,6.389,Liberia,1,755
Bamako,-7.917,12.889,Mali,Mopti,-3.466,14.854,Mali,1,527
Amsterdam,5.273,52.514,Netherlands,Sharm El Sheikh,34.658,28.628,Egypt,1,3587
Amsterdam,5.273,52.514,Netherlands,Marsa Alam,34.972,25.928,Egypt,1,3855
Amsterdam,5.273,52.514,Netherlands,Marrakech,-7.394,32.011,Morocco,1,2498
Amsterdam,5.273,52.514,Netherlands,Luxor,33.177,26.118,Egypt,1,3744
Amsterdam,5.273,52.514,Netherlands,Hurghada,34.332,27.297,Egypt,1,3693
Mahe,55.869,-4.458,Seychelles,Praslin,56.152,-3.866,Seychelles,1,72
Mahe,55.869,-4.458,Seychelles,Plaisance,58.139,-20.051,Mauritius,1,1751
Mahe,55.869,-4.458,Seychelles,Johannesburg,28.41,-25.566,South Africa,1,3751
Praslin,56.152,-3.866,Seychelles,Mahe,55.869,-4.458,Seychelles,1,72
Plaisance,58.139,-20.051,Mauritius,Mahe,55.869,-4.458,Seychelles,1,1751
Johannesburg,28.41,-25.566,South Africa,Mahe,55.869,-4.458,Seychelles,1,3751
Vienna,16.949,48.183,Austria,Marsa Alam,34.972,25.928,Egypt,1,2930
Salzburg,13.007,48.322,Austria,Marsa Alam,34.972,25.928,Egypt,1,3137
Salzburg,13.007,48.322,Austria,Hurghada,34.332,27.297,Egypt,1,2974
Linz,14.312,48.388,Austria,Sharm El Sheikh,34.658,28.628,Egypt,1,2803
Graz,15.732,47.651,Austria,Sharm El Sheikh,34.658,28.628,Egypt,1,2670
Arua,31.528,3.083,Uganda,Entebbe,32.739,0.07,Uganda,1,361
Entebbe,32.739,0.07,Uganda,Arua,31.528,3.083,Uganda,1,361
Bahrain,51.056,26.451,Bahrain,Nairobi,37.545,-0.866,Kenya,1,3365
Bahrain,51.056,26.451,Bahrain,Entebbe,32.739,0.07,Uganda,1,3528
Bahrain,51.056,26.451,Bahrain,Addis Ababa,39.332,9.629,Ethiopia,1,2240
Sharjah,55.861,25.547,United Arab Emirates,Nairobi,37.545,-0.866,Kenya,1,3535
Sharjah,55.861,25.547,United Arab Emirates,Luxor,33.177,26.118,Egypt,1,2268
Sharjah,55.861,25.547,United Arab Emirates,Asyut,31.019,27.077,Egypt,1,2477
Sharjah,55.861,25.547,United Arab Emirates,Alexandria,30.16,31.529,Egypt,1,2590
Dubai,55.607,25.421,United Arab Emirates,Port Sudan,37.39,19.722,Sudan,1,1972
Dubai,55.607,25.421,United Arab Emirates,Djibouti,43.265,11.912,Djibouti,1,1983
St. Petersburg,30.437,60.333,Russia,Sharm El Sheikh,34.658,28.628,Egypt,1,3539
St. Petersburg,30.437,60.333,Russia,Hurghada,34.332,27.297,Egypt,1,3685
Abu Dhabi,55.085,24.721,United Arab Emirates,Mahe,55.869,-4.458,Seychelles,1,3245
Zanzibar,39.374,-5.704,Tanzania,Addis Ababa,39.332,9.629,Ethiopia,1,1704
Tel-aviv,35.477,32.018,Israel,Addis Ababa,39.332,9.629,Ethiopia,1,2520
Shire Indasilase,38.454,14.13,Ethiopia,Makale,39.889,13.778,Ethiopia,1,159
Pointe-noire,12.477,-4.694,Congo (Brazzaville),Addis Ababa,39.332,9.629,Ethiopia,1,3374
Beijing,116.974,40.133,China,Addis Ababa,39.332,9.629,Ethiopia,1,8271
Ouagadougou,-1.188,12.588,Burkina Faso,Addis Ababa,39.332,9.629,Ethiopia,1,4429
Yaounde,11.922,4.204,Cameroon,Libreville,9.687,0.764,Gabon,1,456
Yaounde,11.922,4.204,Cameroon,Cotonou,2.64,6.595,Benin,1,1061
Niamey,2.306,13.802,Niger,Abuja,7.438,9.011,Nigeria,1,772
N'djamena,15.056,12.222,Chad,Addis Ababa,39.332,9.629,Ethiopia,1,2665
Makale,39.889,13.778,Ethiopia,Shire Indasilase,38.454,14.13,Ethiopia,1,159
Makale,39.889,13.778,Ethiopia,Khartoum,32.921,15.982,Sudan,1,787
Makale,39.889,13.778,Ethiopia,Humera,37.027,14.5,Ethiopia,1,318
Makale,39.889,13.778,Ethiopia,Addis Ababa,39.332,9.629,Ethiopia,1,465
Maputo,32.954,-25.869,Mozambique,Addis Ababa,39.332,9.629,Ethiopia,1,4007
Lusaka,28.754,-14.885,Zambia,Addis Ababa,39.332,9.629,Ethiopia,1,2964
Lagos,3.535,6.962,Nigeria,Lome,1.424,6.276,Togo,1,245
Lagos,3.535,6.962,Nigeria,Libreville,9.687,0.764,Gabon,1,969
Lagos,3.535,6.962,Nigeria,Addis Ababa,39.332,9.629,Ethiopia,1,3948
Lilongwe,34.301,-13.649,Malawi,Addis Ababa,39.332,9.629,Ethiopia,1,2647
Lalibella,39.633,12.625,Ethiopia,Gondar,37.723,12.866,Ethiopia,1,208
Lalibella,39.633,12.625,Ethiopia,Axum,39.288,14.244,Ethiopia,1,183
Lalibella,39.633,12.625,Ethiopia,Addis Ababa,39.332,9.629,Ethiopia,1,334
Lome,1.424,6.276,Togo,Lagos,3.535,6.962,Nigeria,1,245
Lome,1.424,6.276,Togo,Abuja,7.438,9.011,Nigeria,1,729
Lome,1.424,6.276,Togo,Abidjan,-3.878,5.435,Cote d'Ivoire,1,593
Libreville,9.687,0.764,Gabon,Yaounde,11.922,4.204,Cameroon,1,456
Libreville,9.687,0.764,Gabon,Lagos,3.535,6.962,Nigeria,1,969
Libreville,9.687,0.764,Gabon,Addis Ababa,39.332,9.629,Ethiopia,1,3424
Luanda,13.385,-8.764,Angola,Addis Ababa,39.332,9.629,Ethiopia,1,3526
Khartoum,32.921,15.982,Sudan,Bahar Dar,37.536,12.013,Ethiopia,1,665
Jimma,37.361,8.11,Ethiopia,Gambella,34.938,8.214,Ethiopia,1,266
Jimma,37.361,8.11,Ethiopia,Arba Minch,37.984,6.065,Ethiopia,1,237
Jimma,37.361,8.11,Ethiopia,Addis Ababa,39.332,9.629,Ethiopia,1,274
Jijiga,43.312,9.599,Ethiopia,Gode,43.964,6.558,Ethiopia,1,345
Jijiga,43.312,9.599,Ethiopia,Dire Dawa,42.423,10.041,Ethiopia,1,109
Jijiga,43.312,9.599,Ethiopia,Kabri Dehar,44.421,7.223,Ethiopia,1,290
Djibouti,43.265,11.912,Djibouti,Dire Dawa,42.423,10.041,Ethiopia,1,227
Washington,-77.094,39.574,United States,Addis Ababa,39.332,9.629,Ethiopia,1,11496
Humera,37.027,14.5,Ethiopia,Makale,39.889,13.778,Ethiopia,1,318
Harare,31.154,-17.887,Zimbabwe,Addis Ababa,39.332,9.629,Ethiopia,1,3188
Gambella,34.938,8.214,Ethiopia,Addis Ababa,39.332,9.629,Ethiopia,1,507
Gondar,37.723,12.866,Ethiopia,Lalibella,39.633,12.625,Ethiopia,1,208
Gondar,37.723,12.866,Ethiopia,Axum,39.288,14.244,Ethiopia,1,228
Gondar,37.723,12.866,Ethiopia,Addis Ababa,39.332,9.629,Ethiopia,1,400
Gode,43.964,6.558,Ethiopia,Jijiga,43.312,9.599,Ethiopia,1,345
Kinshasa,15.74,-3.977,Congo (Kinshasa),Libreville,9.687,0.764,Gabon,1,854
Kinshasa,15.74,-3.977,Congo (Kinshasa),Addis Ababa,39.332,9.629,Ethiopia,1,3020
Lubumashi,27.884,-11.319,Congo (Kinshasa),Lilongwe,34.301,-13.649,Malawi,1,743
Lubumashi,27.884,-11.319,Congo (Kinshasa),Addis Ababa,39.332,9.629,Ethiopia,1,2650
Dire Dawa,42.423,10.041,Ethiopia,Jijiga,43.312,9.599,Ethiopia,1,109
Dire Dawa,42.423,10.041,Ethiopia,Djibouti,43.265,11.912,Djibouti,1,227
Dire Dawa,42.423,10.041,Ethiopia,Addis Ababa,39.332,9.629,Ethiopia,1,341
Cotonou,2.64,6.595,Benin,Yaounde,11.922,4.204,Cameroon,1,1061
Paris,2.916,49.021,France,Addis Ababa,39.332,9.629,Ethiopia,1,5528
Bahar Dar,37.536,12.013,Ethiopia,Makale,39.889,13.778,Ethiopia,1,321
Bahar Dar,37.536,12.013,Ethiopia,Lalibella,39.633,12.625,Ethiopia,1,237
Bahar Dar,37.536,12.013,Ethiopia,Addis Ababa,39.332,9.629,Ethiopia,1,329
Axum,39.288,14.244,Ethiopia,Lalibella,39.633,12.625,Ethiopia,1,183
Axum,39.288,14.244,Ethiopia,Gondar,37.723,12.866,Ethiopia,1,228
Axum,39.288,14.244,Ethiopia,Addis Ababa,39.332,9.629,Ethiopia,1,513
Asosa,34.977,10.03,Ethiopia,Addis Ababa,39.332,9.629,Ethiopia,1,479
Arba Minch,37.984,6.065,Ethiopia,Jimma,37.361,8.11,Ethiopia,1,237
Arba Minch,37.984,6.065,Ethiopia,Addis Ababa,39.332,9.629,Ethiopia,1,423
Addis Ababa,39.332,9.629,Ethiopia,Ouagadougou,-1.188,12.588,Burkina Faso,1,4429
Addis Ababa,39.332,9.629,Ethiopia,N'djamena,15.056,12.222,Chad,1,2665
Addis Ababa,39.332,9.629,Ethiopia,Makale,39.889,13.778,Ethiopia,1,465
Addis Ababa,39.332,9.629,Ethiopia,Maputo,32.954,-25.869,Mozambique,1,4007
Addis Ababa,39.332,9.629,Ethiopia,Lusaka,28.754,-14.885,Zambia,1,2964
Addis Ababa,39.332,9.629,Ethiopia,Lagos,3.535,6.962,Nigeria,1,3948
Addis Ababa,39.332,9.629,Ethiopia,Lilongwe,34.301,-13.649,Malawi,1,2647
Addis Ababa,39.332,9.629,Ethiopia,Lalibella,39.633,12.625,Ethiopia,1,334
Addis Ababa,39.332,9.629,Ethiopia,Libreville,9.687,0.764,Gabon,1,3424
Addis Ababa,39.332,9.629,Ethiopia,Luanda,13.385,-8.764,Angola,1,3526
Addis Ababa,39.332,9.629,Ethiopia,Jimma,37.361,8.11,Ethiopia,1,274
Addis Ababa,39.332,9.629,Ethiopia,Harare,31.154,-17.887,Zimbabwe,1,3188
Addis Ababa,39.332,9.629,Ethiopia,Gambella,34.938,8.214,Ethiopia,1,507
Addis Ababa,39.332,9.629,Ethiopia,Gondar,37.723,12.866,Ethiopia,1,400
Addis Ababa,39.332,9.629,Ethiopia,Dire Dawa,42.423,10.041,Ethiopia,1,341
Addis Ababa,39.332,9.629,Ethiopia,Bahar Dar,37.536,12.013,Ethiopia,1,329
Addis Ababa,39.332,9.629,Ethiopia,Asosa,34.977,10.03,Ethiopia,1,479
Addis Ababa,39.332,9.629,Ethiopia,Arba Minch,37.984,6.065,Ethiopia,1,423
Addis Ababa,39.332,9.629,Ethiopia,Accra,0.388,6.008,Ghana,1,4306
Addis Ababa,39.332,9.629,Ethiopia,Abuja,7.438,9.011,Nigeria,1,3499
Accra,0.388,6.008,Ghana,Addis Ababa,39.332,9.629,Ethiopia,1,4306
Abuja,7.438,9.011,Nigeria,Niamey,2.306,13.802,Niger,1,772
Abuja,7.438,9.011,Nigeria,Lome,1.424,6.276,Togo,1,729
Abuja,7.438,9.011,Nigeria,Addis Ababa,39.332,9.629,Ethiopia,1,3499
Kabri Dehar,44.421,7.223,Ethiopia,Jijiga,43.312,9.599,Ethiopia,1,290
Dubai,55.607,25.421,United Arab Emirates,Mahe,55.869,-4.458,Seychelles,1,3322
Dubai,55.607,25.421,United Arab Emirates,Lagos,3.535,6.962,Nigeria,1,5883
Dubai,55.607,25.421,United Arab Emirates,Dakar,-17.151,15.232,Senegal,1,7585
Dubai,55.607,25.421,United Arab Emirates,Dar Es Salaam,39.337,-6.797,Tanzania,1,3991
Dubai,55.607,25.421,United Arab Emirates,Casablanca,-7.317,33.612,Morocco,1,6065
Dubai,55.607,25.421,United Arab Emirates,Accra,0.388,6.008,Ghana,1,6241
Dublin,-5.784,53.702,Ireland,Agadir,-9.244,30.635,Morocco,1,2579
Khartoum,32.921,15.982,Sudan,Alexandria,30.16,31.529,Egypt,1,1751
Alexandria,30.16,31.529,Egypt,Khartoum,32.921,15.982,Sudan,1,1751
Oslo,11.167,60.323,Norway,Marrakech,-7.394,32.011,Morocco,1,3430
Oslo,11.167,60.323,Norway,Agadir,-9.244,30.635,Morocco,1,3630
Copenhagen,13.093,56.029,Denmark,Marrakech,-7.394,32.011,Morocco,1,3106
Copenhagen,13.093,56.029,Denmark,Agadir,-9.244,30.635,Morocco,1,3319
Stockholm,18.531,60.086,Sweden,Marrakech,-7.394,32.011,Morocco,1,3656
Stockholm,18.531,60.086,Sweden,Agadir,-9.244,30.635,Morocco,1,3867
Windhoek,17.77,-22.145,Namibia,Lubango,13.958,-14.875,Angola,1,902
Ondjiva,16.139,-16.406,Angola,Kuito,17.579,-12.008,Angola,1,513
Ondjiva,16.139,-16.406,Angola,Lubango,13.958,-14.875,Angola,1,288
Ondjiva,16.139,-16.406,Angola,Huambo,16.267,-12.682,Angola,1,414
Ondjiva,16.139,-16.406,Angola,Luanda,13.385,-8.764,Angola,1,900
Ondjiva,16.139,-16.406,Angola,Catumbela,13.811,-12.132,Angola,1,537
Saurimo,20.719,-9.482,Angola,Malanje,16.52,-9.209,Angola,1,461
Saurimo,20.719,-9.482,Angola,Luanda,13.385,-8.764,Angola,1,809
Sao Tome,7.186,0.63,Sao Tome and Principe,"Praia,Santiago Island",-23.156,15.54,Cape Verde,1,3719
Sao Tome,7.186,0.63,Sao Tome and Principe,Luanda,13.385,-8.764,Angola,1,1250
Kuito,17.579,-12.008,Angola,Ondjiva,16.139,-16.406,Angola,1,513
Kuito,17.579,-12.008,Angola,Menongue,18.199,-14.43,Angola,1,277
Kuito,17.579,-12.008,Angola,Luanda,13.385,-8.764,Angola,1,583
Menongue,18.199,-14.43,Angola,Kuito,17.579,-12.008,Angola,1,277
Menongue,18.199,-14.43,Angola,Huambo,16.267,-12.682,Angola,1,285
Menongue,18.199,-14.43,Angola,Luanda,13.385,-8.764,Angola,1,819
Lubango,13.958,-14.875,Angola,Windhoek,17.77,-22.145,Namibia,1,902
Lubango,13.958,-14.875,Angola,Ondjiva,16.139,-16.406,Angola,1,288
Lubango,13.958,-14.875,Angola,Luanda,13.385,-8.764,Angola,1,682
Lubango,13.958,-14.875,Angola,Catumbela,13.811,-12.132,Angola,1,305
"Praia,Santiago Island",-23.156,15.54,Cape Verde,Sao Tome,7.186,0.63,Sao Tome and Principe,1,3719
Beijing,116.974,40.133,China,Luanda,13.385,-8.764,Angola,1,11787
Porto,-8.469,41.413,Portugal,Luanda,13.385,-8.764,Angola,1,6009
Huambo,16.267,-12.682,Angola,Ondjiva,16.139,-16.406,Angola,1,414
Huambo,16.267,-12.682,Angola,Menongue,18.199,-14.43,Angola,1,285
Huambo,16.267,-12.682,Angola,Luanda,13.385,-8.764,Angola,1,537
Mocamedes,12.244,-14.769,Angola,Luanda,13.385,-8.764,Angola,1,679
Malanje,16.52,-9.209,Angola,Saurimo,20.719,-9.482,Angola,1,461
Malanje,16.52,-9.209,Angola,Luanda,13.385,-8.764,Angola,1,347
Luena,20.496,-11.614,Angola,Luanda,13.385,-8.764,Angola,1,840
Lusaka,28.754,-14.885,Zambia,Luanda,13.385,-8.764,Angola,1,1804
Luanda,13.385,-8.764,Angola,Ondjiva,16.139,-16.406,Angola,1,900
Luanda,13.385,-8.764,Angola,Saurimo,20.719,-9.482,Angola,1,809
Luanda,13.385,-8.764,Angola,Sao Tome,7.186,0.63,Sao Tome and Principe,1,1250
Luanda,13.385,-8.764,Angola,Kuito,17.579,-12.008,Angola,1,583
Luanda,13.385,-8.764,Angola,Menongue,18.199,-14.43,Angola,1,819
Luanda,13.385,-8.764,Angola,Lubango,13.958,-14.875,Angola,1,682
Luanda,13.385,-8.764,Angola,Huambo,16.267,-12.682,Angola,1,537
Luanda,13.385,-8.764,Angola,Mocamedes,12.244,-14.769,Angola,1,679
Luanda,13.385,-8.764,Angola,Malanje,16.52,-9.209,Angola,1,347
Luanda,13.385,-8.764,Angola,Luena,20.496,-11.614,Angola,1,840
Luanda,13.385,-8.764,Angola,Harare,31.154,-17.887,Zimbabwe,1,2171
Luanda,13.385,-8.764,Angola,Cape Town,19.002,-33.942,South Africa,1,2858
Luanda,13.385,-8.764,Angola,Catumbela,13.811,-12.132,Angola,1,377
Luanda,13.385,-8.764,Angola,Cabinda,12.313,-5.329,Angola,1,399
Havana,-82.016,23.648,Cuba,Luanda,13.385,-8.764,Angola,1,10943
Sao Paulo,-46.116,-23.054,Brazil,Luanda,13.385,-8.764,Angola,1,6514
Rio De Janeiro,-42.74,-22.682,Brazil,Luanda,13.385,-8.764,Angola,1,6166
Cape Town,19.002,-33.942,South Africa,Luanda,13.385,-8.764,Angola,1,2858
Catumbela,13.811,-12.132,Angola,Ondjiva,16.139,-16.406,Angola,1,537
Catumbela,13.811,-12.132,Angola,Lubango,13.958,-14.875,Angola,1,305
Catumbela,13.811,-12.132,Angola,Luanda,13.385,-8.764,Angola,1,377
Cabinda,12.313,-5.329,Angola,Luanda,13.385,-8.764,Angola,1,399
Brazzaville,15.421,-3.753,Congo (Kinshasa),Luanda,13.385,-8.764,Angola,1,600
Brazzaville,15.421,-3.753,Congo (Kinshasa),Bangui,18.864,4.664,Central African Republic,1,1011
Ziguinchor,-15.803,12.926,Senegal,Dakar,-17.151,15.232,Senegal,1,294
Ziguinchor,-15.803,12.926,Senegal,Cap Skiring,-16.577,12.683,Senegal,1,88
Niamey,2.306,13.802,Niger,Bamako,-7.917,12.889,Mali,1,1110
Dakar,-17.151,15.232,Senegal,Ziguinchor,-15.803,12.926,Senegal,1,294
Cap Skiring,-16.577,12.683,Senegal,Dakar,-17.151,15.232,Senegal,1,290
Bamako,-7.917,12.889,Mali,Niamey,2.306,13.802,Niger,1,1110
New York,-73.632,41.066,United States,Dakar,-17.151,15.232,Senegal,1,6110
Atlanta,-84.047,34.061,United States,Johannesburg,28.41,-25.566,South Africa,1,13545
Atlanta,-84.047,34.061,United States,Accra,0.388,6.008,Ghana,1,9122
Munich,12.31,48.589,Germany,Sharm El Sheikh,34.658,28.628,Egypt,1,2926
Munich,12.31,48.589,Germany,Agadir,-9.244,30.635,Morocco,1,2700
Hamburg,10.647,54.05,Germany,Agadir,-9.244,30.635,Morocco,1,3050
Frankfurt,8.905,50.044,Germany,Sharm El Sheikh,34.658,28.628,Egypt,1,3220
Frankfurt,8.905,50.044,Germany,Mahe,55.869,-4.458,Seychelles,1,7542
Frankfurt,8.905,50.044,Germany,Nairobi,37.545,-0.866,Kenya,1,6282
Frankfurt,8.905,50.044,Germany,Mombasa,39.99,-3.392,Kenya,1,6644
Frankfurt,8.905,50.044,Germany,Kilimanjaro,37.124,-3.05,Tanzania,1,6491
Frankfurt,8.905,50.044,Germany,Banjul,-16.421,13.563,Gambia,1,4661
Frankfurt,8.905,50.044,Germany,Agadir,-9.244,30.635,Morocco,1,2635
